"Gene","PhastCons30_median","PhyloP100_median","PhyloP447_median","GTEX_max","ENCODE_max","Gene_Type","Gene_group","PC1","PC2","PC3","PC4","PC5"
"RNU2-39P",0.00300000002607703,-0.010499999858439,0.0550000015646219,5,0,"Pseudogene","RNU2",0.597841070751664,0.00444351838084894,0.0359892293184586,0.0302234287151424,0.233290591946861
"RNU2-3P",0.0469999983906746,0.214000001549721,0.462000012397766,5,0,"Pseudogene","RNU2",-0.25772069111675,-0.167737258540687,0.0177449672100535,0.194431441299571,0.545903756633744
"RNU2-40P",0.0130000002682209,0.156000003218651,0.0710000023245811,3,0,"Pseudogene","RNU2",0.373622487701077,0.0713978098705899,0.0334047029697934,0.196624759608601,0.108413401682812
"RNU2-41P",0.00650000013411045,-0.00500000012107193,-0.243000000715256,2,0,"Pseudogene","RNU2",0.921063325263679,0.161438379582059,0.0436677228066242,-0.024200252826896,-0.224975723349914
"RNU2-42P",0.00300000002607703,-0.209999993443489,0.0120000001043081,2,3.41,"Pseudogene","RNU2",0.850223378014793,-0.0854436839298915,0.0380059822092653,-0.220169330842281,0.310758299665926
"RNU2-43P",0.00300000002607703,-0.0685000009834766,0.0320000005885959,1,0,"Pseudogene","RNU2",0.683349933058109,-0.0165487814612818,0.0368350480450038,-0.0439973868519618,0.240048298413964
"RNU2-44P",0.0584999993443489,0.239999994635582,0.421999990940094,2,0,"Pseudogene","RNU2",-0.280240753543377,-0.152740937634865,0.0171233617435696,0.174343182386045,0.432788100021675
"RNU2-45P",0.150999993085861,-0.0920000001788139,0.0529999993741512,1,0,"Pseudogene","RNU2",0.142655140006128,-0.308143303749798,0.0161705906825964,-0.657829053638865,-0.162302144437627
"RNU2-46P",0.0209999997168779,0.212999999523163,0.456000000238419,4,0,"Pseudogene","RNU2",-0.154834091047207,-0.11832548753256,0.0214494007487029,0.295711026816426,0.616743731281955
"RNU2-47P",0.0020000000949949,0.00600000028498471,-0.267000004649162,1,0,"Pseudogene","RNU2",0.953842046766883,0.188540435614376,0.0448810738862624,0.00338996162227399,-0.254860660252498
"RNU2-48P",0.0309999994933605,0.30799999833107,0.0320000015199184,1,0,"Pseudogene","RNU2",0.197969287944155,0.145397108864213,0.031311308096447,0.304738688413928,-0.112381017984662
"RNU2-49P",0.0384999997913837,0.30799999833107,0.0210000006482005,1,0,"Pseudogene","RNU2",0.183182763881864,0.137798338634229,0.0305914761638993,0.273165978536853,-0.151573631948154
"RNU2-4P",0.962500005960464,0.78600001335144,0.200000002980232,6,0.25,"Pseudogene","RNU2",-3.88324873663986,-1.35516092156629,-0.102508309247328,-2.78852578053009,-3.03546174407244
"RNU2-50P",0.0149999996647239,0.214000001549721,0.45100000500679,1,0,"Pseudogene","RNU2",-0.128108837052903,-0.104739615417169,0.022363107860002,0.32023014417651,0.626715489818537
"RNU2-51P",0.123999997973442,0.30799999833107,0.0480000004172325,7,0,"Pseudogene","RNU2",-0.160229512501018,-0.0300147285645437,0.0182585507378727,-0.0629628369458519,-0.371255384075477
"RNU2-52P",0.0890000015497208,0.446000009775162,0.228499997407198,4,0,"Pseudogene","RNU2",-0.379574472952869,0.0131640241003042,0.0173925031348498,0.273817003825547,-0.0941707279098914
"RNU2-53P",0.00700000021606683,0.0579999983310699,0.00499999988824129,1,0,"Pseudogene","RNU2",0.570959349806382,0.0621799411887561,0.0364615882641674,0.0903751756442091,0.0978983266575727
"RNU2-54P",0.0360000003129244,-0.160000003874302,0.0219999998807907,0,0.96,"Pseudogene","RNU2",0.667424449124925,-0.122491493141612,0.0330004768339809,-0.288531116643414,0.189663643705219
"RNU2-55P",0.0140000004321337,-0.241999998688698,0.155000001192093,0,0,"Pseudogene","RNU2",0.678800375927947,-0.20079879191683,0.0327142168798516,-0.280073348487346,0.512776920138745
"RNU2-56P",0.079500000923872,0.30799999833107,0.0379999997094274,0,0,"Pseudogene","RNU2",0.0139892887393782,0.0544955282658732,0.0245162305165201,0.112933245968713,-0.251054648028427
"RNU2-57P",0.00700000021606683,-0.0829999968409538,-0.33500000834465,2,0.33,"Pseudogene","RNU2",1.1040382752853,0.166134363920707,0.0464866538744962,-0.136154601934065,-0.308077666306949
"RNU2-58P",0.0240000002086162,0.195999994874001,-0.0599999986588955,4,0,"Pseudogene","RNU2",0.442834942807139,0.144936811852829,0.0353488319890659,0.180821474134842,-0.148400303706094
"RNU2-59P",0.160999998450279,0.146999999880791,0.193000003695488,2,0.35,"Pseudogene","RNU2",-0.297538352905208,-0.266647716790353,0.00987273670015962,-0.383322420562245,-0.153930824449973
"RNU2-5P",0.399499997496605,0.30799999833107,0.0390000008046627,8,1.81,"Pseudogene","RNU2",-1.15616035085178,-0.522026250502806,-0.0190847656066351,-1.15988710192112,-1.22281694348372
"RNU2-60P",0.0240000002086162,0.306500002741814,0.140999998897314,1,0,"Pseudogene","RNU2",0.100149673934355,0.0983980508975112,0.0292667752834239,0.348099778348335,0.0722312853830555
"RNU2-61P",0.148000001907349,0.207000002264977,0.455000013113022,0,0,"Pseudogene","RNU2",-0.611294212928059,-0.350960205943295,0.00412655683138535,-0.216426737820428,0.232942185176796
"RNU2-62P",0.351999998092651,0.164000004529953,0.200000002980232,2,0,"Pseudogene","RNU2",-1.02045052059371,-0.605415000183284,-0.0164518696768216,-1.12086639534827,-0.736695148545628
"RNU2-63P",0,-0.462999999523163,-2.71150004863739,6,44.96,"Pseudogene","RNU2",4.23958305096834,1.24661839146723,0.114316848401914,-0.951515763947127,-3.554374583834
"RNU2-64P",0.00100000004749745,0.206000000238419,0.446999996900558,1,0,"Pseudogene","RNU2",-0.0642519555571943,-0.0818393801817713,0.0244196489902515,0.365482565660106,0.669034730861826
"RNU2-65P",0.0160000007599592,0.239999994635582,0.0469999983906746,3,0,"Pseudogene","RNU2",0.304693094762868,0.126329821721667,0.0332772476370277,0.283518100781915,0.00393798738835379
"RNU2-66P",0.128000006079674,0.243000000715256,0.398999989032745,0,0,"Pseudogene","RNU2",-0.510705515069613,-0.264363364346003,0.00823678259782985,-0.10183427266937,0.184881505875525
"RNU2-68P",0.46900001168251,0.252000004053116,0.791999995708466,4,1.29,"Pseudogene","RNU2",-2.2158052244751,-1.08575635546104,-0.049127571055346,-1.38440126482323,-0.273830936555724
"RNU2-69P",0.0279999999329448,-0.198499999940395,0.110999997705221,6,0,"Pseudogene","RNU2",0.63362878676181,-0.17678180840513,0.0318974238622892,-0.290065819576339,0.374071765296244
"RNU2-6P",0.0120000001043081,0.28999999165535,-0.0020000000949949,7,5.54,"Pseudogene","RNU2",0.324445402289491,0.188855839228181,0.0349443643467688,0.352398575496866,-0.0921448738261764
"RNU2-70P",0.0240000002086162,0.239999994635582,0.460999995470047,8,0,"Pseudogene","RNU2",-0.199127445726394,-0.1105319758642,0.0208310296511621,0.317255914633907,0.596068692732561
"RNU2-71P",0.00100000004749745,-0.28999999165535,0.0419999994337559,2,0,"Pseudogene","RNU2",0.904553936713315,-0.143160505176504,0.0378471620704591,-0.305194695324773,0.418282697778158
"RNU2-72P",0.0130000002682209,-0.0309999994933605,0.100000001490116,6,1.97,"Pseudogene","RNU2",0.530576130391052,-0.049265607363963,0.0334698102652367,-0.0274993061408302,0.284444359826485
"RNU2-7P",0.0584999993443489,0.246999993920326,0.487000003457069,12,1.59,"Pseudogene","RNU2",-0.362182669462847,-0.182177895200096,0.0154106914503929,0.192459608682232,0.525010356008322
"RNU2-8P",0.0844999998807907,0.30799999833107,0.0755000002682209,0,0,"Pseudogene","RNU2",-0.0472466296359082,0.0252520194473532,0.022799794758065,0.099025792682706,-0.210447147430454
"RNU2-9P",0.0280000008642673,0.282999992370605,0.0399999991059303,0,0,"Pseudogene","RNU2",0.225230682854511,0.132221073696591,0.0316003269084734,0.287471276575916,-0.0736438750207246
"RNU4-1",1,2.8840000629425,7.25099992752075,12,3061.73,"Functional","RNU4",-14.235290430577,-4.03834194671103,-0.341807358370159,0.748122938031308,5.8576583840006
"RNU4-10P",0.0850000008940697,-0.20100000500679,0.431500004604459,1,0,"Pseudogene","RNU4",0.060868469834561,-0.45469826485425,0.0152287822389964,-0.468313530585506,0.679280718021292
"RNU4-11P",0.0189999993890524,0.284000009298325,0.00800000037997961,0,0,"Pseudogene","RNU4",0.293755358828618,0.166279314059509,0.0337062611491902,0.319381092452524,-0.0946042454960158
"RNU4-12P",0.111000001430511,0.263999998569489,0.391000002622604,5,0,"Pseudogene","RNU4",-0.46098244606317,-0.21669633248907,0.0107454599367998,-0.0102490363896412,0.210007955612264
"RNU4-13P",0.0540000014007092,-0.136000007390976,0.0410000011324883,1,0,"Pseudogene","RNU4",0.555454314831019,-0.151502603360533,0.0299343491189612,-0.327826260048938,0.146189054517173
"RNU4-14P",0.0199999995529652,-0.201999999582767,0.714000016450882,4,0,"Pseudogene","RNU4",-0.0245529689599151,-0.489842073006527,0.0163478584677302,-0.16633062917646,1.29839441088208
"RNU4-15P",0.00800000037997961,0.379000008106232,0.025000000372529,1,0,"Pseudogene","RNU4",0.217746700872125,0.230732318298306,0.0343209747894704,0.481832579271467,-0.103219002264212
"RNU4-16P",0.0309999994933605,-0.101000003516674,0.0280000008642673,4,0.7,"Pseudogene","RNU4",0.618641261585521,-0.0827467617808878,0.0333037311877784,-0.195915619025656,0.17210353560512
"RNU4-17P",0.0020000000949949,-0.0230000000447035,0.0810000002384186,1,0,"Pseudogene","RNU4",0.584549542106367,-0.0154934284814963,0.035414116005051,0.0233823775889483,0.283733067075631
"RNU4-18P",0.0020000000949949,-0.172999992966652,0.0399999991059303,1,0,"Pseudogene","RNU4",0.784170665280363,-0.0780288171667875,0.0372237049199678,-0.16644146738733,0.329173053231759
"RNU4-2",1,2.83999991416931,0.816999971866608,58,9032.84,"Functional","RNU4",-6.81817506007503,-0.581861904637262,-0.222647402655906,-0.335084638971621,-3.68542388885792
"RNU4-20P",0.00700000021606683,0.30799999833107,0.0820000022649765,0,0,"Pseudogene","RNU4",0.228358628610398,0.161565348019956,0.0331938210834025,0.408207698714575,0.0350220364427831
"RNU4-21P",0.0260000005364418,0.30799999833107,0.033500000834465,5,0.96,"Pseudogene","RNU4",0.214379901189745,0.154275371908458,0.0319935874289723,0.324541809114248,-0.0947612063403405
"RNU4-22P",0.0599999986588955,0.238000005483627,0.225499995052814,18,0,"Pseudogene","RNU4",-0.0590266849058246,-0.0479434655079744,0.0225514376445738,0.133372577751484,0.137844670352239
"RNU4-23P",0.0355000011622906,0.305000007152557,0.0810000002384186,8,0.74,"Pseudogene","RNU4",0.128202382068507,0.110327009984587,0.0294414108422211,0.290431894079299,-0.0506994914983124
"RNU4-24P",0.00100000004749745,0.0140000004321337,0.0469999983906746,4,1.08,"Pseudogene","RNU4",0.589416169183218,0.0260256701746418,0.0363484348568112,0.0669181215639425,0.210033814742528
"RNU4-25P",0.0089999996125698,0.207000002264977,-0.020000000949949,91,0,"Pseudogene","RNU4",0.43771459058406,0.171120050930642,0.0373515377274811,0.253401191526347,-0.0472366670285218
"RNU4-26P",0.00700000021606683,0.0890000015497208,0.0489999987185001,2,0,"Pseudogene","RNU4",0.488958341442484,0.0561116470577593,0.0351204960570342,0.135185085015231,0.141433606276435
"RNU4-27P",0.0109999999403954,0.282000005245209,0.0790000036358833,0,0,"Pseudogene","RNU4",0.243644199908964,0.141294799430452,0.0328484983189194,0.360054673290722,0.0368412111983621
"RNU4-28P",0.0149999996647239,0.187999993562698,-0.0689999982714653,3,0,"Pseudogene","RNU4",0.494193191114058,0.161346382070006,0.0368483791133387,0.205476094007295,-0.12877980418357
"RNU4-29P",0.0165000008419156,-0.0695000011473894,0.0519999992102385,13,0.43,"Pseudogene","RNU4",0.611745485772555,-0.0502559056797181,0.034594900954622,-0.0966591571658341,0.22997819655032
"RNU4-30P",0.025000000372529,0.239999994635582,0.317999988794327,2,0,"Pseudogene","RNU4",-0.0387060807313059,-0.0362182134989214,0.0245621805842004,0.290976996950357,0.379904377925633
"RNU4-31P",0.342000007629395,0.146999999880791,0.398000001907349,3,0,"Pseudogene","RNU4",-1.19356636119853,-0.703577790211364,-0.0204589334318292,-1.07042058579879,-0.399430433084871
"RNU4-32P",0.0130000002682209,0.301999986171722,0.0419999994337559,13,3.7,"Pseudogene","RNU4",0.257960693184001,0.171092903846876,0.0336347772904217,0.369620461174366,-0.037948217866797
"RNU4-33P",0.314000010490417,0.300000011920929,0.800000011920929,1,0,"Pseudogene","RNU4",-1.70760935444591,-0.783846984549557,-0.0284443062024315,-0.707942678514954,0.175463455504291
"RNU4-34P",0.0214999997988343,0.214000001549721,0.456999987363815,2,0,"Pseudogene","RNU4",-0.158757757266281,-0.119535505150888,0.0213235795117992,0.295262248362431,0.615914008328063
"RNU4-35P",0.0500000007450581,0.282999992370605,0.0469999983906746,2,0,"Pseudogene","RNU4",0.13679191466362,0.089088666401118,0.028431306853515,0.200954330691451,-0.130071947362562
"RNU4-36P",0.0915000028908253,0.30799999833107,0.0489999987185001,10,1.05,"Pseudogene","RNU4",-0.0427743255437896,0.0285797949377755,0.0226927964091819,0.0661819671838941,-0.270754693925459
"RNU4-37P",0.00499999988824129,-0.119500000029802,0.0274999998509884,0,0,"Pseudogene","RNU4",0.733131430514571,-0.0466763266150942,0.0369043339898607,-0.114907056073314,0.263421055524237
"RNU4-38P",0.0820000022649765,-0.0930000022053719,0.723999977111816,2,5.73,"Pseudogene","RNU4",-0.373304834738665,-0.545909686165108,0.00703797206724234,-0.277904857165551,1.04719029196047
"RNU4-39P",0.151999995112419,0.207000002264977,0.446999996900558,32,2.41,"Pseudogene","RNU4",-0.617791825572563,-0.348532869757263,0.00418565088013436,-0.23613415276149,0.210259266395379
"RNU4-40P",0.167999997735023,-0.0790000036358833,0.815999984741211,4,0.77,"Pseudogene","RNU4",-0.807146610116145,-0.742446909467174,-0.0072212083694139,-0.588244283774976,0.912629658114566
"RNU4-41P",0.0270000007003546,-0.0879999995231628,0.096000000834465,1,0.86,"Pseudogene","RNU4",0.542194280716879,-0.105364688387723,0.0318752816012223,-0.153057852061169,0.276135641041284
"RNU4-42P",0.0490000005811453,0.189999997615814,-0.0179999992251396,4,0,"Pseudogene","RNU4",0.309501294535737,0.0737984852090836,0.0308068380084871,0.0807773368597415,-0.157685608852602
"RNU4-43P",0.0540000014007092,-0.398999989032745,-0.0839999988675117,0,0,"Pseudogene","RNU4",0.966356670331176,-0.232671589226067,0.0345593298819853,-0.669031559071327,0.146755943205491
"RNU4-44P",0.0430000014603138,0.30799999833107,0.0209999997168779,1,0,"Pseudogene","RNU4",0.166747356513572,0.129679834327294,0.0299775422454982,0.25527358895502,-0.165264886450918
"RNU4-45P",0.0189999993890524,0.00350000010803342,0.0135000003501773,2,0,"Pseudogene","RNU4",0.572815422138829,0.00535858569930765,0.0348493627053337,-0.0226595864428126,0.112768505882044
"RNU4-46P",0.0419999994337559,0.30799999833107,-0.0120000001043081,51,13.15,"Pseudogene","RNU4",0.206567639968122,0.157613718993205,0.0315315459510939,0.250040538363558,-0.209162323496566
"RNU4-47P",0.0194999994710088,0.30799999833107,0.00800000037997961,43,0,"Pseudogene","RNU4",0.266087785364142,0.186080008998895,0.0340777062981503,0.343322362803088,-0.111286154943723
"RNU4-48P",0.0020000000949949,-0.10249999910593,-0.254000008106232,4,0,"Pseudogene","RNU4",1.04925180236875,0.120802164587461,0.0450517475499433,-0.127358684764395,-0.158365760735141
"RNU4-49P",0.0315000005066395,-0.105000000447035,0.431999992579222,1,0,"Pseudogene","RNU4",0.158007233076095,-0.304274602734881,0.0220795702468774,-0.138205553248344,0.774657985146834
"RNU4-4P",0.0865000002086163,0.0850000008940697,0.096000000834465,1,0,"Pseudogene","RNU4",0.148841667789511,-0.115085040623341,0.0229833770998181,-0.17823636836563,-0.0276884429213758
"RNU4-50P",0.146999999880791,-0.158000007271767,0.810000002384186,5,0,"Pseudogene","RNU4",-0.643217085205104,-0.745739052185938,-0.00381284546217836,-0.602315595783279,1.02370857168917
"RNU4-51P",0.210499994456768,0.30799999833107,0.815999984741211,4,1.16,"Pseudogene","RNU4",-1.35617023365841,-0.600735164806436,-0.0147745514587561,-0.284330954974101,0.508631272399479
"RNU4-52P",0.0280000008642673,0.211999997496605,0.266500011086464,5,0,"Pseudogene","RNU4",0.03774805193643,-0.0291587626687427,0.025738266266739,0.236394058270139,0.314122602255547
"RNU4-53P",0.0810000002384186,0.203999996185303,0.446000009775162,4,1.17,"Pseudogene","RNU4",-0.353354699854773,-0.226257377720847,0.0135685768916575,0.0445553254199557,0.425696808830126
"RNU4-54P",0.0089999996125698,0.115000002086163,0.0309999994933605,2,0,"Pseudogene","RNU4",0.47582453702535,0.0768823848097246,0.0352264414545194,0.156136751011192,0.0901002378448433
"RNU4-55P",0.34799998998642,0.305000007152557,0.0829999968409538,1,0,"Pseudogene","RNU4",-1.01520588572538,-0.455702347685707,-0.0133299654759509,-0.95122286167515,-0.998808774655453
"RNU4-56P",0.0435000006109476,0.30799999833107,0.0370000004768372,3,1.02,"Pseudogene","RNU4",0.146519545684565,0.120482987895614,0.0294834396631708,0.255675815783522,-0.142882260728355
"RNU4-57P",0.214000001549721,0.0689999982714653,0.172000005841255,2,0,"Pseudogene","RNU4",-0.387674644468593,-0.394956838656031,0.00357758477349468,-0.692712318593077,-0.291078232501212
"RNU4-58P",0.0089999996125698,0.30799999833107,0.00600000005215406,0,0,"Pseudogene","RNU4",0.30814871988962,0.198942311713979,0.0350171174153885,0.388150315871073,-0.0841914861545013
"RNU4-59P",0.121499996632338,-0.0815000012516975,0.0850000008940697,2,2.88,"Pseudogene","RNU4",0.203009631127076,-0.266085339852615,0.0192494149714156,-0.522686587190956,-0.0323242138255661
"RNU4-5P",0.0450000017881393,0.151999995112419,0.214000001549721,430,0,"Pseudogene","RNU4",0.0828453190378108,0.00538691326572794,0.0305573479260346,0.0535399698860445,0.245367170809365
"RNU4-60P",0.00300000002607703,-0.0759999975562096,0.0160000007599592,1,0,"Pseudogene","RNU4",0.709317449008836,-0.0121526108256872,0.0373102823504607,-0.0557105193336594,0.221555257957867
"RNU4-61P",0.388000011444092,0.347000002861023,0.0179999992251396,2,0,"Pseudogene","RNU4",-1.12958057839293,-0.468946403914294,-0.0171716971413837,-1.06937635867477,-1.24703143861346
"RNU4-62P",0.0040000001899898,0.0549999997019768,0.0474999994039536,44,1.58,"Pseudogene","RNU4",0.534845185826618,0.0501404795994405,0.0362448898840422,0.102009043271164,0.174292629590216
"RNU4-63P",0.194499999284744,0.819499999284744,1.6085000038147,0,0,"Pseudogene","RNU4",-2.72628105087055,-0.711272307236509,-0.0368037384780883,0.53086188697859,1.37373707837067
"RNU4-64P",0.00100000004749745,-0.216999992728233,-0.275999993085861,2,0,"Pseudogene","RNU4",1.19469376255181,0.069524430223908,0.0462875844519307,-0.266642670253937,-0.106886171618091
"RNU4-65P",0.0394999999552965,-0.207000002264976,0.281999990344048,9,0,"Pseudogene","RNU4",0.404214431500187,-0.294042854894714,0.0256888466369388,-0.319177738392588,0.599786256874212
"RNU4-66P",0.00750000029802322,-0.00549999997019768,0.0865000002086163,0,0,"Pseudogene","RNU4",0.540384423989932,-0.0186732275822912,0.0344201171608794,0.0238531896808807,0.262721175131575
