gene_name,expected_promoter,contains_type1_promoter,contains_type2_promoter,contains_type3_promoter,gene_group,locus_type,gene_type
RNU6-1090P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1091P,Type 3,True,True,True,RNU6,pseudogene,pseudogene
RNU6-1092P,Type 3,True,True,True,RNU6,pseudogene,pseudogene
RNU6-1093P,Type 3,True,True,True,RNU6,pseudogene,pseudogene
RNU6-1094P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1095P,Type 3,True,True,True,RNU6,pseudogene,pseudogene
RNU6-1096P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1097P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1098P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1099P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-109P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-10P,Type 3,True,True,True,RNU6,pseudogene,pseudogene
RNU6-1100P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1101P,Type 3,True,True,True,RNU6,pseudogene,pseudogene
RNU6-1102P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1103P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1104P,Type 3,False,True,True,RNU6,pseudogene,pseudogene
RNU6-1105P,Type 3,False,True,True,RNU6,pseudogene,pseudogene
RNU6-1106P,Type 3,True,True,True,RNU6,pseudogene,pseudogene
RNU6-1107P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1108P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1109P,Type 3,False,False,False,RNU6,pseudogene,pseudogene
RNU6-110P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1110P,Type 3,False,False,False,RNU6,pseudogene,pseudogene
RNU6-1111P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1112P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1113P,Type 3,False,True,True,RNU6,pseudogene,pseudogene
RNU6-1114P,Type 3,True,True,True,RNU6,pseudogene,pseudogene
RNU6-1115P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1116P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1117P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1118P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1119P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-111P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1120P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1121P,Type 3,True,True,True,RNU6,pseudogene,pseudogene
RNU6-1122P,Type 3,True,True,True,RNU6,pseudogene,pseudogene
RNU6-1123P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1124P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1125P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1126P,Type 3,False,True,True,RNU6,pseudogene,pseudogene
RNU6-1127P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1128P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1129P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-112P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1130P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1131P,Type 3,False,True,True,RNU6,pseudogene,pseudogene
RNU6-1132P,Type 3,False,False,False,RNU6,pseudogene,pseudogene
RNU6-1133P,Type 3,True,True,True,RNU6,pseudogene,pseudogene
RNU6-1134P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1135P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1136P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1137P,Type 3,False,True,True,RNU6,pseudogene,pseudogene
RNU6-1138P,Type 3,True,True,True,RNU6,pseudogene,pseudogene
RNU6-1139P,Type 3,True,True,True,RNU6,pseudogene,pseudogene
RNU6-113P,Type 3,False,True,True,RNU6,pseudogene,pseudogene
RNU6-1140P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1141P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1143P,Type 3,False,False,False,RNU6,pseudogene,pseudogene
RNU6-1144P,Type 3,False,True,True,RNU6,pseudogene,pseudogene
RNU6-1145P,Type 3,False,True,True,RNU6,pseudogene,pseudogene
RNU6-1146P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1147P,Type 3,False,True,True,RNU6,pseudogene,pseudogene
RNU6-1148P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1149P,Type 3,False,True,True,RNU6,pseudogene,pseudogene
RNU6-114P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1150P,Type 3,False,False,False,RNU6,pseudogene,pseudogene
RNU6-1151P,Type 3,True,True,True,RNU6,pseudogene,pseudogene
RNU6-1152P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1153P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1154P,Type 3,False,True,True,RNU6,pseudogene,pseudogene
RNU6-1155P,Type 3,True,True,True,RNU6,pseudogene,pseudogene
RNU6-1156P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1157P,Type 3,False,True,True,RNU6,pseudogene,pseudogene
RNU6-1158P,Type 3,False,True,True,RNU6,pseudogene,pseudogene
RNU6-1159P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-115P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1160P,Type 3,False,True,True,RNU6,pseudogene,pseudogene
RNU6-1161P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1162P,Type 3,True,True,True,RNU6,pseudogene,pseudogene
RNU6-1163P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1164P,Type 3,False,True,True,RNU6,pseudogene,pseudogene
RNU6-1165P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1167P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1168P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1169P,Type 3,True,True,True,RNU6,pseudogene,pseudogene
RNU6-116P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1170P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1171P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1172P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1174P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1175P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1176P,Type 3,False,True,True,RNU6,pseudogene,pseudogene
RNU6-1177P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1178P,Type 3,True,True,True,RNU6,pseudogene,pseudogene
RNU6-1179P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-117P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1180P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1181P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1183P,Type 3,False,True,True,RNU6,pseudogene,pseudogene
RNU6-1184P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1186P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1187P,Type 3,False,True,True,RNU6,pseudogene,pseudogene
RNU6-1188P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1189P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-118P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1190P,Type 3,False,True,True,RNU6,pseudogene,pseudogene
RNU6-1191P,Type 3,False,True,True,RNU6,pseudogene,pseudogene
RNU6-1192P,Type 3,False,True,True,RNU6,pseudogene,pseudogene
RNU6-1193P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1194P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1195P,Type 3,False,True,True,RNU6,pseudogene,pseudogene
RNU6-1196P,Type 3,True,True,True,RNU6,pseudogene,pseudogene
RNU6-1197P,Type 3,False,True,True,RNU6,pseudogene,pseudogene
RNU6-1198P,Type 3,False,True,True,RNU6,pseudogene,pseudogene
RNU6-1199P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-119P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-11P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1200P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1201P,Type 3,True,True,True,RNU6,pseudogene,pseudogene
RNU6-1203P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1204P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1205P,Type 3,True,True,True,RNU6,pseudogene,pseudogene
RNU6-1206P,Type 3,False,False,False,RNU6,pseudogene,pseudogene
RNU6-1207P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1208P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1209P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-120P,Type 3,False,True,True,RNU6,pseudogene,pseudogene
RNU6-1210P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1211P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1212P,Type 3,False,False,False,RNU6,pseudogene,pseudogene
RNU6-1213P,Type 3,True,True,True,RNU6,pseudogene,pseudogene
RNU6-1214P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1215P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1216P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1217P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1218P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1219P,Type 3,False,True,True,RNU6,pseudogene,pseudogene
RNU6-121P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1220P,Type 3,False,False,False,RNU6,pseudogene,pseudogene
RNU6-1222P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1223P,Type 3,True,True,True,RNU6,pseudogene,pseudogene
RNU6-1224P,Type 3,False,True,True,RNU6,pseudogene,pseudogene
RNU6-1225P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1226P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1227P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1228P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1229P,Type 3,False,True,True,RNU6,pseudogene,pseudogene
RNU6-122P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1230P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1231P,Type 3,False,True,True,RNU6,pseudogene,pseudogene
RNU6-1232P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1233P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1234P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1235P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1236P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1237P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1238P,Type 3,True,True,True,RNU6,pseudogene,pseudogene
RNU6-1239P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-123P,Type 3,False,True,True,RNU6,pseudogene,pseudogene
RNU6-1240P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1241P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1242P,Type 3,True,True,True,RNU6,pseudogene,pseudogene
RNU6-1243P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1244P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1245P,Type 3,True,True,True,RNU6,pseudogene,pseudogene
RNU6-1246P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1247P,Type 3,False,True,True,RNU6,pseudogene,pseudogene
RNU6-1248P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1249P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1250P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1251P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1252P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1254P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1255P,Type 3,True,True,True,RNU6,pseudogene,pseudogene
RNU6-1256P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1257P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1258P,Type 3,False,False,False,RNU6,pseudogene,pseudogene
RNU6-125P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1260P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1261P,Type 3,False,True,True,RNU6,pseudogene,pseudogene
RNU6-1262P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1263P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1264P,Type 3,False,True,True,RNU6,pseudogene,pseudogene
RNU6-1265P,Type 3,False,False,False,RNU6,pseudogene,pseudogene
RNU6-1266P,Type 3,True,True,True,RNU6,pseudogene,pseudogene
RNU6-1267P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1268P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1269P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-126P,Type 3,False,False,False,RNU6,pseudogene,pseudogene
RNU6-1270P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1271P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1272P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1273P,Type 3,True,True,True,RNU6,pseudogene,pseudogene
RNU6-1274P,Type 3,True,True,True,RNU6,pseudogene,pseudogene
RNU6-1275P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1276P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1277P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1278P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1279P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-127P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1280P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1281P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1282P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1283P,Type 3,False,True,True,RNU6,pseudogene,pseudogene
RNU6-1284P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1285P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1286P,Type 3,False,True,True,RNU6,pseudogene,pseudogene
RNU6-1287P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1288P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1289P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-128P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1290P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1291P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1292P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1293P,Type 3,False,False,False,RNU6,pseudogene,pseudogene
RNU6-1294P,Type 3,False,True,True,RNU6,pseudogene,pseudogene
RNU6-1296P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1297P,Type 3,False,True,True,RNU6,pseudogene,pseudogene
RNU6-1298P,Type 3,True,True,True,RNU6,pseudogene,pseudogene
RNU6-1299P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-129P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-12P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1300P,Type 3,False,True,True,RNU6,pseudogene,pseudogene
RNU6-1301P,Type 3,False,True,True,RNU6,pseudogene,pseudogene
RNU6-1303P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1304P,Type 3,True,True,True,RNU6,pseudogene,pseudogene
RNU6-1305P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1306P,Type 3,True,True,True,RNU6,pseudogene,pseudogene
RNU6-1307P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1308P,Type 3,False,True,True,RNU6,pseudogene,pseudogene
RNU6-1309P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-130P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1310P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1311P,Type 3,False,True,True,RNU6,pseudogene,pseudogene
RNU6-1312P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1313P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1314P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1315P,Type 3,True,True,True,RNU6,pseudogene,pseudogene
RNU6-1316P,Type 3,False,True,True,RNU6,pseudogene,pseudogene
RNU6-1317P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1318P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1319P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-131P,Type 3,False,True,True,RNU6,pseudogene,pseudogene
RNU6-1320P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1321P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1322P,Type 3,True,True,True,RNU6,pseudogene,pseudogene
RNU6-1323P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1324P,Type 3,False,True,True,RNU6,pseudogene,pseudogene
RNU6-1325P,Type 3,False,False,False,RNU6,pseudogene,pseudogene
RNU6-1326P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1327P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1328P,Type 3,True,True,True,RNU6,pseudogene,pseudogene
RNU6-1329P,Type 3,False,True,True,RNU6,pseudogene,pseudogene
RNU6-132P,Type 3,True,True,True,RNU6,pseudogene,pseudogene
RNU6-1330P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1331P,Type 3,False,True,True,RNU6,pseudogene,pseudogene
RNU6-1332P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1333P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1334P,Type 3,False,False,False,RNU6,pseudogene,pseudogene
RNU6-1335P,Type 3,True,True,True,RNU6,pseudogene,pseudogene
RNU6-1336P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1337P,Type 3,False,False,False,RNU6,pseudogene,pseudogene
RNU6-1338P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1339P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-133P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1340P,Type 3,False,True,True,RNU6,pseudogene,pseudogene
RNU6-1341P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-1342P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-135P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-136P,Type 3,True,False,True,RNU6,pseudogene,pseudogene
RNU6-137P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-138P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-139P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-13P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-140P,Type 3,False,True,True,RNU6,pseudogene,pseudogene
RNU6-141P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-142P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-143P,Type 3,True,True,True,RNU6,pseudogene,pseudogene
RNU6-144P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-145P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-146P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-147P,Type 3,False,True,True,RNU6,pseudogene,pseudogene
RNU6-148P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-14P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-150P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-151P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-152P,Type 3,False,True,True,RNU6,pseudogene,pseudogene
RNU6-153P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-154P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-155P,Type 3,False,True,True,RNU6,pseudogene,pseudogene
RNU6-156P,Type 3,False,False,False,RNU6,pseudogene,pseudogene
RNU6-157P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-158P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-159P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-15P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-160P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-161P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-162P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-163P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-164P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-165P,Type 3,False,False,False,RNU6,pseudogene,pseudogene
RNU6-166P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-167P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-168P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-169P,Type 3,True,True,True,RNU6,pseudogene,pseudogene
RNU6-16P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-170P,Type 3,False,True,True,RNU6,pseudogene,pseudogene
RNU6-171P,Type 3,False,True,True,RNU6,pseudogene,pseudogene
RNU6-172P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-173P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-174P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-175P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-176P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-177P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-178P,Type 3,True,True,True,RNU6,pseudogene,pseudogene
RNU6-179P,Type 3,True,True,True,RNU6,pseudogene,pseudogene
RNU6-17P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-180P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-181P,Type 3,True,True,True,RNU6,pseudogene,pseudogene
RNU6-182P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-183P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-184P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-185P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-187P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
