"gene_name","gene_group","chromosome","start","end","gene_length","flank_length","intergenic_density_1000genomes","intergenic_density_gnomad","intergenic_density_pangenome","intergenic_density_dbsnp","locus_type","gene_type","Gene_group","Gene_Type","source","snp_count","snp_density","flank_count","flank_density","enrichment","enrichment_intergenic","Gene_Type_combined","Gene_group_f","y_num","y_offset","y_pos","q1","q3","iqr","is_outlier"
"RNU6-985P","RNU6","chrX",137687891,137687994,104,10400,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","gnomad",45,0.432692307692308,227,0.021826923076923,19.8237885462555,2.04226430156064,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0.916485382361623,1.35322521710111,0.43673983473949,TRUE
"RNU6-1024P","RNU6","chr3",15433110,15433216,107,10699,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","gnomad",46,0.429906542056075,2476,0.231423497523133,1.85766158863406,2.02911576711653,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0.916485382361623,1.35322521710111,0.43673983473949,TRUE
"RNU6-656P","RNU6","chr8",46831050,46831156,107,10699,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","gnomad",46,0.429906542056075,530,0.0495373399383119,8.67843413859989,2.02911576711653,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0.916485382361623,1.35322521710111,0.43673983473949,TRUE
"RNU6-218P","RNU6","chr7",6057500,6057604,105,10499,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","gnomad",45,0.428571428571428,4940,0.47052100200019,0.910844418739156,2.0228141653553,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0.916485382361623,1.35322521710111,0.43673983473949,TRUE
"RNU6-465P","RNU6","chr1",120126974,120127074,101,10099,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","gnomad",5,0.0495049504950495,267,0.0264382612139815,1.87247376423036,0.233658401938731,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0.916485382361623,1.35322521710111,0.43673983473949,TRUE
"RNU6-1235P","RNU6","chr15",21307749,21307855,107,10699,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","gnomad",4,0.0373831775700934,144,0.0134592017945602,2.77751817237799,0.176444849314481,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0.916485382361623,1.35322521710111,0.43673983473949,TRUE
"RNU6-1268P","RNU6","chr14",19422815,19422921,107,10699,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","gnomad",3,0.02803738317757,141,0.0131788017571735,2.12746072777888,0.132333636985861,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0.916485382361623,1.35322521710111,0.43673983473949,TRUE
"RNU6-749P","RNU6","chr15",20855251,20855357,107,10699,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","gnomad",3,0.02803738317757,27,0.00252360033648,11.1100726895119,0.132333636985861,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0.916485382361623,1.35322521710111,0.43673983473949,TRUE
"RNU6-631P","RNU6","chr15",21866210,21866316,107,10699,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","gnomad",3,0.02803738317757,76,0.0071034676137956,3.94699950811608,0.132333636985861,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0.916485382361623,1.35322521710111,0.43673983473949,TRUE
"RNU6-18P","RNU6","chr15",32284152,32284258,107,10699,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","gnomad",3,0.02803738317757,149,0.0139265351902046,2.01323464843505,0.132333636985861,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0.916485382361623,1.35322521710111,0.43673983473949,TRUE
"RNU6-1071P","RNU6","chr1",146288596,146288696,101,10099,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","gnomad",0,0,0,0,0,0,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0.916485382361623,1.35322521710111,0.43673983473949,TRUE
"RNU6-1171P","RNU6","chr1",148739379,148739479,101,10099,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","gnomad",0,0,0,0,0,0,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0.916485382361623,1.35322521710111,0.43673983473949,TRUE
"RNU6-1076P","RNU6","chr19",223158,223261,104,10400,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","gnomad",0,0,80,0.0076923076923076,0,0,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0.916485382361623,1.35322521710111,0.43673983473949,TRUE
"RNU6-1269P","RNU6","chr9",40233923,40234029,107,10699,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","gnomad",0,0,79,0.0073838676511823,0,0,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0.916485382361623,1.35322521710111,0.43673983473949,TRUE
"RNU6-785P","RNU6","chr9",138259595,138259698,104,10400,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","gnomad",0,0,71,0.006826923076923,0,0,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0.916485382361623,1.35322521710111,0.43673983473949,TRUE
"RNU4ATAC14P","RNU4ATAC","chr14",75202081,75202169,89,8899,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU4ATAC","Pseudogene","gnomad",33,0.370786516853933,166,0.0186537813237442,19.8772844185732,1.75007517676807,"RNU4ATAC.Pseudogene","RNU4ATAC",9,-0.15,8.85,1.01140708267765,1.27362373374222,0.262216651064576,TRUE
"RNU6ATAC30P","RNU6ATAC","chr14",49684544,49684665,122,12200,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6ATAC","Pseudogene","gnomad",84,0.688524590163934,356,0.0291803278688524,23.5955056179775,3.24976701975113,"RNU6ATAC.Pseudogene","RNU6ATAC",8,-0.15,7.85,0.887901927367177,1.38600229848419,0.498100371117008,TRUE
"RNU11-5P","RNU11","chr14",29476784,29476912,129,12899,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU11","Pseudogene","gnomad",39,0.302325581395349,410,0.0317854097216838,9.5114577424844,1.4269464267235,"RNU11.Pseudogene","RNU11",7,-0.15,6.85,0.887199195331271,1.06363937333236,0.176440178001092,TRUE
"RN7SL275P","RN7SL","chr4",110117736,110118070,335,33499,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RN7SL","Pseudogene","gnomad",1207,3.60298507462687,646,0.0192841577360518,186.836527886881,17.0057282418775,"RN7SL.Pseudogene","RN7SL",5,-0.15,4.85,0.981365288142669,1.3621187108992,0.380753422756536,TRUE
"RN7SL440P","RN7SL","chr1",94150738,94151080,343,34299,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RN7SL","Pseudogene","gnomad",372,1.08454810495627,802,0.0233826059068777,46.3826875958791,5.11895829600116,"RN7SL.Pseudogene","RN7SL",5,-0.15,4.85,0.981365288142669,1.3621187108992,0.380753422756536,TRUE
"RN7SL96P","RN7SL","chr2",38936876,38937158,283,28299,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RN7SL","Pseudogene","gnomad",300,1.06007067137809,726,0.0256546167709106,41.3208538971469,5.00342726412971,"RN7SL.Pseudogene","RN7SL",5,-0.15,4.85,0.981365288142669,1.3621187108992,0.380753422756536,TRUE
"RN7SL134P","RN7SL","chr16",82844455,82844757,303,30299,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RN7SL","Pseudogene","gnomad",305,1.00660066006601,1033,0.0340935344400805,29.5246789925846,4.75105417275419,"RN7SL.Pseudogene","RN7SL",5,-0.15,4.85,0.981365288142669,1.3621187108992,0.380753422756536,TRUE
"RN7SL774P","RN7SL","chr17",4364164,4364453,290,29000,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RN7SL","Pseudogene","gnomad",278,0.958620689655172,1040,0.0358620689655172,26.7307692307692,4.52459352388668,"RN7SL.Pseudogene","RN7SL",5,-0.15,4.85,0.981365288142669,1.3621187108992,0.380753422756536,TRUE
"RN7SL52P","RN7SL","chr21",9902344,9902627,284,28400,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RN7SL","Pseudogene","gnomad",255,0.897887323943662,2162,0.0761267605633802,11.7946345975948,4.23793812812113,"RN7SL.Pseudogene","RN7SL",5,-0.15,4.85,0.981365288142669,1.3621187108992,0.380753422756536,TRUE
"RN7SL524P","RN7SL","chr10",103974515,103974814,300,30000,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RN7SL","Pseudogene","gnomad",268,0.893333333333333,762,0.0254,35.1706036745407,4.21644374911838,"RN7SL.Pseudogene","RN7SL",5,-0.15,4.85,0.981365288142669,1.3621187108992,0.380753422756536,TRUE
"RN7SL602P","RN7SL","chr2",34809233,34809556,324,32400,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RN7SL","Pseudogene","gnomad",252,0.777777777777778,908,0.0280246913580246,27.7533039647577,3.67103311490406,"RN7SL.Pseudogene","RN7SL",5,-0.15,4.85,0.981365288142669,1.3621187108992,0.380753422756536,TRUE
"RN7SL690P","RN7SL","chr20",20316755,20316994,240,24000,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RN7SL","Pseudogene","gnomad",180,0.75,509,0.0212083333333333,35.3634577603143,3.53992478937177,"RN7SL.Pseudogene","RN7SL",5,-0.15,4.85,0.981365288142669,1.3621187108992,0.380753422756536,TRUE
"RN7SL106P","RN7SL","chr15",23165897,23166186,290,29000,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RN7SL","Pseudogene","gnomad",214,0.737931034482759,1210,0.0417241379310344,17.6859504132231,3.48296048241636,"RN7SL.Pseudogene","RN7SL",5,-0.15,4.85,0.981365288142669,1.3621187108992,0.380753422756536,TRUE
"RN7SL652P","RN7SL","chr11",47557534,47557833,300,30000,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RN7SL","Pseudogene","gnomad",215,0.716666666666667,1392,0.0464,15.4454022988506,3.38259479873302,"RN7SL.Pseudogene","RN7SL",5,-0.15,4.85,0.981365288142669,1.3621187108992,0.380753422756536,TRUE
"RN7SL811P","RN7SL","chr6",44209766,44210063,298,29800,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RN7SL","Pseudogene","gnomad",213,0.714765100671141,581,0.019496644295302,36.6609294320138,3.37361959792477,"RN7SL.Pseudogene","RN7SL",5,-0.15,4.85,0.981365288142669,1.3621187108992,0.380753422756536,TRUE
"RN7SL718P","RN7SL","chr19",41190927,41191229,303,30299,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RN7SL","Pseudogene","gnomad",195,0.643564356435644,620,0.020462721541965,31.4505748961993,3.0375592252035,"RN7SL.Pseudogene","RN7SL",5,-0.15,4.85,0.981365288142669,1.3621187108992,0.380753422756536,TRUE
"RN7SL536P","RN7SL","chr15",23363272,23363561,290,29000,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RN7SL","Pseudogene","gnomad",180,0.620689655172414,1276,0.044,14.1065830721003,2.92959292913526,"RN7SL.Pseudogene","RN7SL",5,-0.15,4.85,0.981365288142669,1.3621187108992,0.380753422756536,TRUE
"RN7SL32P","RN7SL","chr2",233205199,233205479,281,28099,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RN7SL","Pseudogene","gnomad",174,0.619217081850534,668,0.0237730880102494,26.0469772199374,2.92264253072687,"RN7SL.Pseudogene","RN7SL",5,-0.15,4.85,0.981365288142669,1.3621187108992,0.380753422756536,TRUE
"RN7SL154P","RN7SL","chr19",34421988,34422311,324,32400,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RN7SL","Pseudogene","gnomad",198,0.611111111111111,843,0.0260185185185185,23.4875444839858,2.88438316171033,"RN7SL.Pseudogene","RN7SL",5,-0.15,4.85,0.981365288142669,1.3621187108992,0.380753422756536,TRUE
"RN7SL455P","RN7SL","chr2",43904412,43904693,282,28200,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RN7SL","Pseudogene","gnomad",172,0.609929078014184,1053,0.0373404255319148,16.3342830009497,2.87880408402811,"RN7SL.Pseudogene","RN7SL",5,-0.15,4.85,0.981365288142669,1.3621187108992,0.380753422756536,TRUE
"RN7SL784P","RN7SL","chr17",4882975,4883316,342,34200,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RN7SL","Pseudogene","gnomad",205,0.599415204678363,917,0.026812865497076,22.3555070883315,2.82917965622305,"RN7SL.Pseudogene","RN7SL",5,-0.15,4.85,0.981365288142669,1.3621187108992,0.380753422756536,TRUE
"RN7SL123P","RN7SL","chr9",6661651,6661942,292,29200,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RN7SL","Pseudogene","gnomad",175,0.599315068493151,1164,0.0398630136986301,15.0343642611684,2.82870702347059,"RN7SL.Pseudogene","RN7SL",5,-0.15,4.85,0.981365288142669,1.3621187108992,0.380753422756536,TRUE
"RN7SL121P","RN7SL","chr19",2595019,2595291,273,27299,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RN7SL","Pseudogene","gnomad",163,0.597069597069597,1026,0.0375837942781786,15.8863576319717,2.81810862352917,"RN7SL.Pseudogene","RN7SL",5,-0.15,4.85,0.981365288142669,1.3621187108992,0.380753422756536,TRUE
"RN7SL759P","RN7SL","chr15",20570886,20571175,290,29000,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RN7SL","Pseudogene","gnomad",173,0.596551724137931,1135,0.0391379310344827,15.2422907488987,2.81566431522444,"RN7SL.Pseudogene","RN7SL",5,-0.15,4.85,0.981365288142669,1.3621187108992,0.380753422756536,TRUE
"RN7SL491P","RN7SL","chr19",35414881,35415149,269,26899,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RN7SL","Pseudogene","gnomad",158,0.587360594795539,576,0.0214134354436967,27.4295358323007,2.7722831064225,"RN7SL.Pseudogene","RN7SL",5,-0.15,4.85,0.981365288142669,1.3621187108992,0.380753422756536,TRUE
"RN7SL474P","RN7SL","chr8",16863196,16863496,301,30099,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RN7SL","Pseudogene","gnomad",175,0.581395348837209,913,0.0303332336622479,19.1669426118852,2.74412774369905,"RN7SL.Pseudogene","RN7SL",5,-0.15,4.85,0.981365288142669,1.3621187108992,0.380753422756536,TRUE
"RN7SL131P","RN7SL","chr1",36191915,36192170,256,25600,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RN7SL","Pseudogene","gnomad",148,0.578125,978,0.038203125,15.1329243353783,2.72869202514074,"RN7SL.Pseudogene","RN7SL",5,-0.15,4.85,0.981365288142669,1.3621187108992,0.380753422756536,TRUE
"RN7SL339P","RN7SL","chr5",171359117,171359412,296,29600,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RN7SL","Pseudogene","gnomad",168,0.567567567567568,687,0.0232094594594594,24.4541484716157,2.67886200276783,"RN7SL.Pseudogene","RN7SL",5,-0.15,4.85,0.981365288142669,1.3621187108992,0.380753422756536,TRUE
"RN7SL451P","RN7SL","chr1",8979576,8979874,299,29899,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RN7SL","Pseudogene","gnomad",169,0.565217391304348,1192,0.0398675540987992,14.1773781733294,2.66776940648307,"RN7SL.Pseudogene","RN7SL",5,-0.15,4.85,0.981365288142669,1.3621187108992,0.380753422756536,TRUE
"RN7SL429P","RN7SL","chr15",74072454,74072676,223,22299,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RN7SL","Pseudogene","gnomad",126,0.565022421524664,1219,0.0546661285259428,10.3358777502695,2.6668491686747,"RN7SL.Pseudogene","RN7SL",5,-0.15,4.85,0.981365288142669,1.3621187108992,0.380753422756536,TRUE
"RN7SL371P","RN7SL","chr1",30918469,30918735,267,26699,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RN7SL","Pseudogene","gnomad",148,0.554307116104869,731,0.0273793025956028,20.2454797440272,2.61627400163307,"RN7SL.Pseudogene","RN7SL",5,-0.15,4.85,0.981365288142669,1.3621187108992,0.380753422756536,TRUE
"RN7SL163P","RN7SL","chr21",17506453,17506728,276,27600,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RN7SL","Pseudogene","gnomad",152,0.550724637681159,845,0.0306159420289855,17.9881656804734,2.5993650627271,"RN7SL.Pseudogene","RN7SL",5,-0.15,4.85,0.981365288142669,1.3621187108992,0.380753422756536,TRUE
"RN7SL190P","RN7SL","chrX",123811331,123811587,257,25699,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RN7SL","Pseudogene","gnomad",141,0.54863813229572,906,0.0352542900501965,15.5623083464323,2.58951696654433,"RN7SL.Pseudogene","RN7SL",5,-0.15,4.85,0.981365288142669,1.3621187108992,0.380753422756536,TRUE
"RN7SL847P","RN7SL","chr10",33034655,33034924,270,27000,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RN7SL","Pseudogene","gnomad",146,0.540740740740741,503,0.0186296296296296,29.0258449304175,2.55224207036187,"RN7SL.Pseudogene","RN7SL",5,-0.15,4.85,0.981365288142669,1.3621187108992,0.380753422756536,TRUE
"RN7SL850P","RN7SL","chr16",4633591,4633881,291,29099,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RN7SL","Pseudogene","gnomad",155,0.532646048109966,871,0.0299323000790405,17.7950256646979,2.51403593288717,"RN7SL.Pseudogene","RN7SL",5,-0.15,4.85,0.981365288142669,1.3621187108992,0.380753422756536,TRUE
"RN7SL317P","RN7SL","chr19",53629713,53630041,329,32899,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RN7SL","Pseudogene","gnomad",173,0.525835866261398,892,0.027113286118119,19.3940293319885,2.48189255749267,"RN7SL.Pseudogene","RN7SL",5,-0.15,4.85,0.981365288142669,1.3621187108992,0.380753422756536,TRUE
"RN7SL622P","RN7SL","chr17",67977698,67977972,275,27499,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RN7SL","Pseudogene","gnomad",144,0.523636363636364,1103,0.0401105494745263,13.0548289788181,2.47151112567047,"RN7SL.Pseudogene","RN7SL",5,-0.15,4.85,0.981365288142669,1.3621187108992,0.380753422756536,TRUE
"RN7SL853P","RN7SL","chr15",72664577,72664799,223,22299,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RN7SL","Pseudogene","gnomad",115,0.515695067264574,1004,0.0450244405578725,11.453669626427,2.43402900315548,"RN7SL.Pseudogene","RN7SL",5,-0.15,4.85,0.981365288142669,1.3621187108992,0.380753422756536,TRUE
"RN7SL628P","RN7SL","chr15",30612724,30612960,237,23699,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RN7SL","Pseudogene","gnomad",121,0.510548523206751,1151,0.0485674501033798,10.5121541715698,2.4097378313023,"RN7SL.Pseudogene","RN7SL",5,-0.15,4.85,0.981365288142669,1.3621187108992,0.380753422756536,TRUE
"RN7SL318P","RN7SL","chr8",5142411,5142707,297,29699,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RN7SL","Pseudogene","gnomad",148,0.498316498316498,1671,0.0562645206909323,8.85667365858868,2.35200390045801,"RN7SL.Pseudogene","RN7SL",5,-0.15,4.85,0.981365288142669,1.3621187108992,0.380753422756536,TRUE
"RN7SL387P","RN7SL","chr12",110625645,110625917,273,27299,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RN7SL","Pseudogene","gnomad",136,0.498168498168498,737,0.0269973259093739,18.4525126614679,2.35130535460103,"RN7SL.Pseudogene","RN7SL",5,-0.15,4.85,0.981365288142669,1.3621187108992,0.380753422756536,TRUE
"RN7SL719P","RN7SL","chr15",28703554,28703790,237,23699,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RN7SL","Pseudogene","gnomad",118,0.49789029535865,1042,0.0439680999198278,11.3238983778355,2.34999226523696,"RN7SL.Pseudogene","RN7SL",5,-0.15,4.85,0.981365288142669,1.3621187108992,0.380753422756536,TRUE
