gene_name,gene_group,chromosome,start,end,gene_length,flank_length,snp_count_1000genomes,snp_density_1000genomes,flank_count_1000genomes,flank_density_1000genomes,enrichment_1000genomes,snp_count_gnomad,snp_density_gnomad,flank_count_gnomad,flank_density_gnomad,enrichment_gnomad,snp_count_pangenome,snp_density_pangenome,flank_count_pangenome,flank_density_pangenome,enrichment_pangenome,snp_count_dbsnp,snp_density_dbsnp,flank_count_dbsnp,flank_density_dbsnp,enrichment_dbsnp,locus_type,gene_type
RNU6-584P,RNU6,chr1,37885023,37885117,95,949,1,0.010526315789473684,28,0.029504741833508957,0.35676691729323307,18,0.18947368421052632,276,0.29083245521601686,0.651487414187643,0,0.0,6,0.006322444678609062,0.0,29,0.30526315789473685,355,0.37407797681770283,0.8160415122312825,pseudogene,pseudogene
RNU6-510P,RNU6,chr1,37991462,37991569,108,1080,2,0.018518518518518517,31,0.028703703703703703,0.6451612903225806,73,0.6759259259259259,213,0.19722222222222222,3.427230046948357,1,0.009259259259259259,4,0.003703703703703704,2.4999999999999996,54,0.5,325,0.30092592592592593,1.6615384615384614,pseudogene,pseudogene
RNU6-753P,RNU6,chr1,38396659,38396765,107,1069,5,0.04672897196261682,19,0.01777362020579981,2.6291195277914414,27,0.2523364485981308,205,0.19176800748362957,1.3158422612263503,2,0.018691588785046728,6,0.005612722170252572,3.3302180685358254,42,0.3925233644859813,311,0.2909260991580917,1.349220182107762,pseudogene,pseudogene
RNU6-605P,RNU6,chr1,38926870,38926977,108,1080,3,0.027777777777777776,41,0.03796296296296296,0.7317073170731707,27,0.25,284,0.26296296296296295,0.9507042253521127,0,0.0,10,0.009259259259259259,0.0,38,0.35185185185185186,385,0.35648148148148145,0.9870129870129871,pseudogene,pseudogene
RNU6-608P,RNU6,chr1,39120940,39121043,104,1040,0,0.0,16,0.015384615384615385,0.0,29,0.27884615384615385,223,0.2144230769230769,1.3004484304932737,0,0.0,2,0.0019230769230769232,0.0,48,0.46153846153846156,331,0.31826923076923075,1.4501510574018128,pseudogene,pseudogene
TRK-CTT12-1,TRNA,chr1,39504523,39504595,73,729,1,0.0136986301369863,13,0.01783264746227709,0.768177028451001,36,0.4931506849315068,206,0.2825788751714678,1.745178880170235,1,0.0136986301369863,5,0.006858710562414266,1.9972602739726026,38,0.5205479452054794,312,0.4279835390946502,1.2162802950474183,pseudogene,pseudogene
RNU7-121P,RNU7,chr1,39723566,39723627,62,620,0,0.0,8,0.012903225806451613,0.0,10,0.16129032258064516,107,0.17258064516129032,0.9345794392523364,0,0.0,2,0.0032258064516129032,0.0,14,0.22580645161290322,179,0.2887096774193548,0.782122905027933,pseudogene,pseudogene
TRIT1,TRNA,chr1,39838110,39883504,45395,453949,1261,0.027778389690494548,11027,0.024291275011069525,1.143554205278889,11470,0.2526709990087014,105455,0.23230583171237298,1.087665329562382,391,0.008613283401255644,4004,0.00882037409488731,0.9765213253537959,15497,0.34138120938429345,138639,0.3054065544807897,1.1177926746354967,gene with protein product,functional
RNU6-1237P,RNU6,chr1,40177843,40177949,107,1069,1,0.009345794392523364,23,0.021515434985968196,0.43437626980902067,18,0.16822429906542055,272,0.25444340505144997,0.6611462341946124,1,0.009345794392523364,7,0.006548175865294668,1.4272363150867822,35,0.32710280373831774,362,0.33863423760523853,0.9659472298239272,pseudogene,pseudogene
RN7SL326P,RN7SL,chr1,40804846,40805141,296,2960,9,0.030405405405405407,75,0.02533783783783784,1.2,64,0.21621621621621623,683,0.23074324324324325,0.9370424597364568,1,0.0033783783783783786,23,0.007770270270270271,0.43478260869565216,99,0.3344594594594595,906,0.30608108108108106,1.0927152317880797,pseudogene,pseudogene
RNU6-536P,RNU6,chr1,42569033,42569139,107,1069,5,0.04672897196261682,23,0.021515434985968196,2.1718813490451034,33,0.308411214953271,310,0.2899906454630496,1.0635212541453118,2,0.018691588785046728,13,0.01216089803554724,1.5370237239396116,40,0.37383177570093457,355,0.33208606173994387,1.125707516124786,pseudogene,pseudogene
RNU6-880P,RNU6,chr1,42991438,42991544,107,1069,4,0.037383177570093455,35,0.03274087932647334,1.1417890520694258,25,0.2336448598130841,250,0.23386342376052385,0.9990654205607477,2,0.018691588785046728,11,0.01028999064546305,1.816482582837723,37,0.34579439252336447,358,0.33489242282507015,1.0325536469482588,pseudogene,pseudogene
RN7SL479P,RN7SL,chr1,44117098,44117397,300,3000,6,0.02,89,0.029666666666666668,0.6741573033707865,67,0.22333333333333333,673,0.22433333333333333,0.9955423476968797,2,0.006666666666666667,22,0.007333333333333333,0.9090909090909092,61,0.20333333333333334,623,0.20766666666666667,0.9791332263242376,pseudogene,pseudogene
RNU6-369P,RNU6,chr1,44390722,44390823,102,1020,4,0.0392156862745098,36,0.03529411764705882,1.1111111111111112,56,0.5490196078431373,316,0.30980392156862746,1.7721518987341773,1,0.00980392156862745,10,0.00980392156862745,1.0,52,0.5098039215686274,389,0.3813725490196078,1.3367609254498714,pseudogene,pseudogene
RNU5F-1,RNU5,chr1,44721785,44721901,117,1169,63,0.5384615384615384,126,0.10778443113772455,4.995726495726496,255,2.1794871794871793,686,0.5868263473053892,3.714024071166928,18,0.15384615384615385,23,0.019674935842600515,7.8193979933110365,166,1.4188034188034189,716,0.6124893071000855,2.316454185169269,"RNA, small nuclear",functional
RNU5D-1,RNU5,chr1,44731069,44731170,102,1020,48,0.47058823529411764,126,0.12352941176470589,3.8095238095238093,270,2.6470588235294117,779,0.7637254901960784,3.465982028241335,18,0.17647058823529413,30,0.029411764705882353,6.000000000000001,151,1.4803921568627452,736,0.7215686274509804,2.051630434782609,"RNA, small nuclear",functional
SNORD55,RNU5,chr1,44775864,44775943,80,800,4,0.05,32,0.04,1.25,20,0.25,210,0.2625,0.9523809523809523,2,0.025,5,0.00625,4.0,43,0.5375,363,0.45375,1.184573002754821,"RNA, small nucleolar",functional
SNORD46,RNU4,chr1,44776490,44776593,104,1040,3,0.028846153846153848,34,0.032692307692307694,0.8823529411764706,26,0.25,221,0.2125,1.1764705882352942,1,0.009615384615384616,3,0.0028846153846153848,3.3333333333333335,49,0.47115384615384615,384,0.36923076923076925,1.2760416666666665,"RNA, small nucleolar",functional
RNU5E-6P,RNU5,chr1,44819883,44819997,115,1149,59,0.5130434782608696,97,0.08442123585726719,6.077185118780816,250,2.1739130434782608,582,0.5065274151436031,4.291797400268938,9,0.0782608695652174,10,0.008703220191470844,8.99217391304348,142,1.2347826086956522,512,0.4456048738033072,2.771025815217391,pseudogene,pseudogene
RNU6-723P,RNU6,chr1,48344209,48344315,107,1069,4,0.037383177570093455,17,0.015902712815715623,2.3507421660252885,19,0.17757009345794392,208,0.19457436856875585,0.9126078360891444,0,0.0,5,0.004677268475210477,0.0,30,0.2803738317757009,330,0.3086997193638915,0.9082412914188613,pseudogene,pseudogene
RNU4-61P,RNU4,chr1,48447936,48448042,107,1069,1,0.009345794392523364,26,0.02432179607109448,0.3842559309849029,18,0.16822429906542055,290,0.27128157156220767,0.620109571382533,1,0.009345794392523364,14,0.013096351730589336,0.7136181575433911,22,0.205607476635514,227,0.21234798877455566,0.9682572357857466,pseudogene,pseudogene
RNU6-1026P,RNU6,chr1,50582404,50582511,108,1080,6,0.05555555555555555,16,0.014814814814814815,3.7499999999999996,28,0.25925925925925924,215,0.19907407407407407,1.3023255813953487,0,0.0,5,0.004629629629629629,0.0,36,0.3333333333333333,331,0.30648148148148147,1.0876132930513596,pseudogene,pseudogene
RNU6-877P,RNU6,chr1,51382308,51382414,107,1069,4,0.037383177570093455,20,0.018709073900841908,1.9981308411214953,33,0.308411214953271,257,0.2404115996258185,1.2828466489690533,0,0.0,8,0.007483629560336763,0.0,44,0.411214953271028,327,0.3058933582787652,1.3443082111520763,pseudogene,pseudogene
RNU6-1281P,RNU6,chr1,51538625,51538729,105,1049,2,0.01904761904761905,22,0.020972354623450904,0.9082251082251084,26,0.24761904761904763,180,0.17159199237368922,1.4430687830687832,1,0.009523809523809525,11,0.010486177311725452,0.9082251082251084,29,0.2761904761904762,302,0.28789323164918973,0.9593503626616209,pseudogene,pseudogene
TSEN15P2,TRNA,chr1,51859778,51860135,358,3580,8,0.0223463687150838,79,0.022067039106145252,1.0126582278481013,76,0.2122905027932961,1076,0.3005586592178771,0.7063197026022304,2,0.00558659217877095,28,0.00782122905027933,0.7142857142857143,79,0.2206703910614525,794,0.2217877094972067,0.9949622166246851,pseudogene,pseudogene
RN7SL290P,RN7SL,chr1,51995740,51996039,300,3000,5,0.016666666666666666,54,0.018,0.9259259259259259,62,0.20666666666666667,770,0.25666666666666665,0.8051948051948052,2,0.006666666666666667,22,0.007333333333333333,0.9090909090909092,58,0.19333333333333333,661,0.22033333333333333,0.8774583963691377,pseudogene,pseudogene
RN7SL788P,RN7SL,chr1,52150104,52150419,316,3160,6,0.0189873417721519,70,0.022151898734177215,0.8571428571428572,77,0.24367088607594936,964,0.3050632911392405,0.7987551867219916,0,0.0,27,0.008544303797468355,0.0,111,0.3512658227848101,1057,0.33449367088607596,1.0501419110690633,pseudogene,pseudogene
RN7SL62P,RN7SL,chr1,52714399,52714695,297,2969,7,0.02356902356902357,73,0.024587403166049175,0.9585812462524791,66,0.2222222222222222,1036,0.3489390367126979,0.6368511368511368,2,0.006734006734006734,32,0.010778039744021556,0.6247895622895623,100,0.3367003367003367,1017,0.34253957561468507,0.9829530970140608,pseudogene,pseudogene
RNU2-30P,RNU2,chr1,52754322,52754462,141,1409,7,0.04964539007092199,30,0.021291696238467,2.331678486997636,41,0.2907801418439716,423,0.30021291696238467,0.9685797159767281,0,0.0,11,0.007806955287437899,0.0,53,0.375886524822695,498,0.3534421575585522,1.0635022358939303,pseudogene,pseudogene
RNU6-969P,RNU6,chr1,52805108,52805212,105,1049,4,0.0380952380952381,16,0.015252621544327931,2.497619047619048,43,0.4095238095238095,273,0.26024785510009535,1.573591487877202,8,0.0761904761904762,11,0.010486177311725452,7.265800865800867,52,0.49523809523809526,334,0.31839847473784555,1.5554034787567723,pseudogene,pseudogene
RNU7-95P,RNU7,chr1,53688749,53688812,64,640,2,0.03125,16,0.025,1.25,16,0.25,125,0.1953125,1.28,0,0.0,3,0.0046875,0.0,20,0.3125,199,0.3109375,1.0050251256281408,pseudogene,pseudogene
PARS2,TRNA,chr1,54756898,54764523,7626,76260,229,0.03002884867558353,2118,0.02777340676632573,1.081208687440982,1841,0.24141096249672175,16174,0.21209021767637032,1.1382465685668357,63,0.008261211644374508,722,0.00946761080514031,0.8725761772853184,2895,0.3796223446105429,23642,0.3100183582480986,1.2245156924118097,gene with protein product,functional
TRK-CTT7-1,TRNA,chr1,54957869,54957941,73,729,3,0.0410958904109589,24,0.03292181069958848,1.2482876712328765,23,0.3150684931506849,152,0.2085048010973937,1.511085075702956,1,0.0136986301369863,13,0.01783264746227709,0.768177028451001,27,0.3698630136986301,220,0.3017832647462277,1.2255915317559154,"RNA, transfer",functional
RN7SKP291,RN7SK,chr1,55376526,55376852,327,3269,7,0.021406727828746176,99,0.030284490669929644,0.7068544774966793,71,0.21712538226299694,633,0.19363719791985318,1.1212999599016382,3,0.009174311926605505,25,0.007647598654022637,1.1996330275229359,109,0.3333333333333333,1004,0.3071275619455491,1.0853253652058432,pseudogene,pseudogene
RNU6-830P,RNU6,chr1,55398514,55398620,107,1069,3,0.028037383177570093,24,0.02245088868101029,1.2488317757009346,70,0.6542056074766355,397,0.3713751169317119,1.7615763082935096,1,0.009345794392523364,28,0.026192703461178673,0.35680907877169554,59,0.5514018691588785,387,0.36202057998129095,1.5231229925861525,pseudogene,pseudogene
RN7SL713P,RN7SL,chr1,58565631,58565932,302,3020,10,0.033112582781456956,83,0.02748344370860927,1.2048192771084338,64,0.2119205298013245,541,0.17913907284768213,1.1829944547134934,4,0.013245033112582781,21,0.00695364238410596,1.9047619047619049,112,0.3708609271523179,883,0.29238410596026493,1.2684031710079273,pseudogene,pseudogene
RN7SL475P,RN7SL,chr1,59974757,59975054,298,2980,12,0.040268456375838924,85,0.028523489932885907,1.4117647058823528,64,0.21476510067114093,558,0.187248322147651,1.146953405017921,2,0.006711409395973154,22,0.00738255033557047,0.9090909090909091,104,0.348993288590604,890,0.2986577181208054,1.1685393258426966,pseudogene,pseudogene
RNU6-414P,RNU6,chr1,61816419,61816522,104,1040,4,0.038461538461538464,28,0.026923076923076925,1.4285714285714286,18,0.17307692307692307,194,0.18653846153846154,0.9278350515463917,1,0.009615384615384616,7,0.006730769230769231,1.4285714285714286,21,0.20192307692307693,190,0.18269230769230768,1.105263157894737,pseudogene,pseudogene
RNU6-1177P,RNU6,chr1,61852499,61852602,104,1040,4,0.038461538461538464,19,0.01826923076923077,2.1052631578947367,25,0.2403846153846154,257,0.24711538461538463,0.9727626459143969,3,0.028846153846153848,2,0.0019230769230769232,15.0,28,0.2692307692307692,206,0.19807692307692307,1.3592233009708738,pseudogene,pseudogene
RN7SL180P,RN7SL,chr1,62072448,62072741,294,2940,6,0.02040816326530612,68,0.02312925170068027,0.8823529411764706,88,0.29931972789115646,696,0.23673469387755103,1.264367816091954,3,0.01020408163265306,21,0.007142857142857143,1.4285714285714286,77,0.2619047619047619,585,0.1989795918367347,1.3162393162393162,pseudogene,pseudogene
RNU6-371P,RNU6,chr1,62298149,62298256,108,1080,2,0.018518518518518517,26,0.024074074074074074,0.7692307692307692,22,0.2037037037037037,178,0.1648148148148148,1.2359550561797752,0,0.0,3,0.002777777777777778,0.0,37,0.3425925925925926,308,0.2851851851851852,1.2012987012987013,pseudogene,pseudogene
RN7SL488P,RN7SL,chr1,63529613,63529898,286,2860,6,0.02097902097902098,59,0.02062937062937063,1.0169491525423728,96,0.3356643356643357,520,0.18181818181818182,1.8461538461538463,4,0.013986013986013986,13,0.004545454545454545,3.076923076923077,107,0.3741258741258741,807,0.28216783216783214,1.3258983890954152,pseudogene,pseudogene
RNU7-123P,RNU7,chr1,63536711,63536770,60,600,2,0.03333333333333333,14,0.023333333333333334,1.4285714285714284,11,0.18333333333333332,96,0.16,1.1458333333333333,1,0.016666666666666666,0,0.0,,21,0.35,168,0.28,1.2499999999999998,pseudogene,pseudogene
RN7SL130P,RN7SL,chr1,63655743,63656047,305,3049,15,0.04918032786885246,71,0.0232863233847163,2.1119833756638187,73,0.23934426229508196,699,0.2292554936044605,1.0440066605689626,5,0.01639344262295082,31,0.010167267956707117,1.612374405076679,117,0.3836065573770492,967,0.317153164972122,1.2095309135911303,pseudogene,pseudogene
RNU6-809P,RNU6,chr1,64028894,64029000,107,1069,2,0.018691588785046728,19,0.01777362020579981,1.0516478111165766,22,0.205607476635514,196,0.1833489242282507,1.1213999618539006,0,0.0,3,0.002806361085126286,0.0,33,0.308411214953271,313,0.29279700654817586,1.0533277596966348,pseudogene,pseudogene
RNU7-62P,RNU7,chr1,64384398,64384459,62,620,0,0.0,10,0.016129032258064516,0.0,18,0.2903225806451613,218,0.35161290322580646,0.8256880733944955,0,0.0,10,0.016129032258064516,0.0,17,0.27419354838709675,209,0.3370967741935484,0.8133971291866028,pseudogene,pseudogene
RNU6-1176P,RNU6,chr1,65022968,65023074,107,1069,7,0.06542056074766354,23,0.021515434985968196,3.0406338886631445,32,0.29906542056074764,179,0.16744621141253507,1.7860387406672584,4,0.037383177570093455,5,0.004677268475210477,7.992523364485981,40,0.37383177570093457,284,0.2656688493919551,1.4071343951559825,pseudogene,pseudogene
RNU2-15P,RNU2,chr1,65415816,65416006,191,1909,8,0.041884816753926704,28,0.014667365112624411,2.855646970830217,37,0.193717277486911,397,0.2079622839182818,0.9315019715932321,1,0.005235602094240838,5,0.0026191723415400735,1.9989528795811518,54,0.28272251308900526,532,0.2786799371398638,1.0145061606896826,pseudogene,pseudogene
RN7SL854P,RN7SL,chr1,65761058,65761352,295,2949,8,0.02711864406779661,68,0.02305866395388267,1.1760717846460618,75,0.2542372881355932,560,0.18989487962021023,1.3388317191283292,2,0.006779661016949152,18,0.006103763987792472,1.1107344632768361,89,0.3016949152542373,884,0.2997626314004747,1.0064460464759568,pseudogene,pseudogene
RNU4-88P,RNU4,chr1,66094461,66094546,86,860,4,0.046511627906976744,13,0.015116279069767442,3.076923076923077,20,0.23255813953488372,125,0.14534883720930233,1.5999999999999999,2,0.023255813953488372,2,0.002325581395348837,10.0,34,0.3953488372093023,227,0.26395348837209304,1.4977973568281937,pseudogene,pseudogene
RNU6-586P,RNU6,chr1,67196140,67196243,104,1040,5,0.04807692307692308,28,0.026923076923076925,1.7857142857142858,25,0.2403846153846154,203,0.1951923076923077,1.2315270935960592,0,0.0,4,0.0038461538461538464,0.0,42,0.40384615384615385,322,0.3096153846153846,1.3043478260869565,pseudogene,pseudogene
RNU4ATAC4P,RNU4ATAC,chr1,67267601,67267726,126,1260,3,0.023809523809523808,33,0.02619047619047619,0.9090909090909091,27,0.21428571428571427,245,0.19444444444444445,1.1020408163265305,2,0.015873015873015872,5,0.003968253968253968,4.0,24,0.19047619047619047,270,0.21428571428571427,0.8888888888888888,pseudogene,pseudogene
RNU6-387P,RNU6,chr1,67417214,67417318,105,1049,5,0.047619047619047616,19,0.01811248808388942,2.6290726817042605,20,0.19047619047619047,219,0.20877025738798857,0.9123722548380082,0,0.0,3,0.002859866539561487,0.0,23,0.21904761904761905,236,0.224976167778837,0.9736481033091202,pseudogene,pseudogene
RNU6-1031P,RNU6,chr1,67541127,67541233,107,1069,5,0.04672897196261682,25,0.023386342376052385,1.9981308411214953,28,0.2616822429906542,192,0.1796071094480823,1.4569704049844237,1,0.009345794392523364,5,0.004677268475210477,1.9981308411214953,35,0.32710280373831774,311,0.2909260991580917,1.1243501517564682,pseudogene,pseudogene
RN7SL392P,RN7SL,chr1,67656831,67657129,299,2989,5,0.016722408026755852,79,0.026430244228839078,0.6326997163540916,63,0.21070234113712374,696,0.23285379725660757,0.9048696805443431,0,0.0,26,0.008698561391769822,0.0,95,0.3177257525083612,951,0.31816661090665777,0.9986143788091394,pseudogene,pseudogene
RNU7-80P,RNU7,chr1,67772593,67772653,61,609,2,0.03278688524590164,14,0.022988505747126436,1.4262295081967213,21,0.3442622950819672,108,0.17733990147783252,1.9412568306010929,1,0.01639344262295082,2,0.003284072249589491,4.991803278688525,28,0.45901639344262296,178,0.2922824302134647,1.570454964081783,pseudogene,pseudogene
RN7SL538P,RN7SL,chr1,69879592,69879895,304,3040,7,0.023026315789473683,71,0.023355263157894737,0.9859154929577464,74,0.24342105263157895,831,0.2733552631578947,0.8904933814681109,3,0.009868421052631578,33,0.010855263157894738,0.909090909090909,68,0.2236842105263158,658,0.21644736842105264,1.033434650455927,pseudogene,pseudogene
RN7SL242P,RN7SL,chr1,70180144,70180440,297,2969,8,0.026936026936026935,80,0.02694509936005389,0.9996632996632996,69,0.23232323232323232,594,0.20006736274840015,1.1612250450634287,1,0.003367003367003367,14,0.004715392388009431,0.714045214045214,65,0.21885521885521886,683,0.2300437857864601,0.9513633159313979,pseudogene,pseudogene
RNU6-1246P,RNU6,chr1,72717663,72717769,107,1069,3,0.028037383177570093,28,0.026192703461178673,1.0704272363150866,24,0.22429906542056074,212,0.19831618334892423,1.1310174572385823,1,0.009345794392523364,4,0.0037418147801683817,2.497663551401869,47,0.4392523364485981,316,0.29560336763330214,1.4859517331125045,pseudogene,pseudogene
